project_id,date,progress_percent,daily_cost,number_of_workers
9,2022-10-21,7.78,145946,498
9,2022-10-22,7.95,143907,466
9,2022-10-23,8.13,146768,402
9,2022-10-24,8.31,103355,223
9,2022-10-25,8.46,144640,107
9,2022-10-26,8.68,141246,363
9,2022-10-27,8.74,138531,321
9,2022-10-28,8.87,125345,199
9,2022-10-29,8.98,116529,315
9,2022-10-30,9.03,114675,251
9,2022-10-31,9.1,122364,462
9,2022-11-01,9.18,77293,481
9,2022-11-02,9.26,124370,436
9,2022-11-03,9.44,60272,400
9,2022-11-04,9.67,110190,481
9,2022-11-05,9.78,52133,129
9,2022-11-06,9.97,85349,274
9,2022-11-07,10.21,127830,345
9,2022-11-08,10.46,103484,165
9,2022-11-09,10.68,120400,454
9,2022-11-10,10.91,145849,465
9,2022-11-11,11.03,133281,235
9,2022-11-12,11.11,60517,284
9,2022-11-13,11.16,97690,377
9,2022-11-14,11.34,106914,253
9,2022-11-15,11.58,130996,150
9,2022-11-16,11.72,143259,444
9,2022-11-17,11.79,69823,166
9,2022-11-18,11.93,140649,104
9,2022-11-19,12.05,108670,353
9,2022-11-20,12.3,68730,180
9,2022-11-21,12.49,143896,297
9,2022-11-22,12.63,61526,147
9,2022-11-23,12.74,103192,165
9,2022-11-24,12.91,100879,463
9,2022-11-25,13.16,119791,242
9,2022-11-26,13.38,138350,318
9,2022-11-27,13.54,138111,370
9,2022-11-28,13.76,64757,445
9,2022-11-29,13.92,98609,243
9,2022-11-30,13.98,50320,319
9,2022-12-01,14.14,141514,200
9,2022-12-02,14.27,112359,240
9,2022-12-03,14.35,70843,194
9,2022-12-04,14.44,51716,362
9,2022-12-05,14.5,97583,133
9,2022-12-06,14.66,61072,461
9,2022-12-07,14.88,64773,401
9,2022-12-08,14.93,118801,148
9,2022-12-09,15.09,82572,444
9,2022-12-10,15.17,148600,275
9,2022-12-11,15.26,68151,426
9,2022-12-12,15.39,121651,472
9,2022-12-13,15.58,57084,358
9,2022-12-14,15.65,127852,360
9,2022-12-15,15.79,91460,390
9,2022-12-16,15.92,90996,406
9,2022-12-17,16.05,67079,150
9,2022-12-18,16.21,104387,477
9,2022-12-19,16.39,106780,398
9,2022-12-20,16.44,64640,453
9,2022-12-21,16.54,58345,285
9,2022-12-22,16.74,120146,291
9,2022-12-23,16.89,106491,258
9,2022-12-24,17.09,72284,497
9,2022-12-25,17.2,133629,232
9,2022-12-26,17.26,86995,478
9,2022-12-27,17.41,67099,207
9,2022-12-28,17.55,52091,468
9,2022-12-29,17.64,147188,268
9,2022-12-30,17.83,128957,243
9,2022-12-31,18.03,128694,322
9,2023-01-01,18.15,99933,457
9,2023-01-02,18.29,116410,327
9,2023-01-03,18.44,89653,489
9,2023-01-04,18.63,84755,278
9,2023-01-05,18.72,132035,395
9,2023-01-06,18.82,146100,427
9,2023-01-07,18.89,55470,257
9,2023-01-08,19.02,136340,242
9,2023-01-09,19.17,125420,108
9,2023-01-10,19.36,115716,484
9,2023-01-11,19.51,82149,448
9,2023-01-12,19.58,73373,203
9,2023-01-13,19.68,76393,283
9,2023-01-14,19.73,91039,137
9,2023-01-15,19.89,127404,401
9,2023-01-16,20.12,74145,329
9,2023-01-17,20.28,75231,229
9,2023-01-18,20.52,126759,435
9,2023-01-19,20.72,102044,433
9,2023-01-20,20.8,88770,319
9,2023-01-21,20.9,74110,371
9,2023-01-22,21.09,78808,189
9,2023-01-23,21.32,138095,380
9,2023-01-24,21.5,110729,261
9,2023-01-25,21.67,99094,475
9,2023-01-26,21.84,99572,404
9,2023-01-27,21.97,108446,398
9,2023-01-28,22.17,90598,224
9,2023-01-29,22.31,125279,151
9,2023-01-30,22.53,123005,161
9,2023-01-31,22.62,79423,363
9,2023-02-01,22.81,129106,394
9,2023-02-02,23.0,103694,471
9,2023-02-03,23.13,99971,266
9,2023-02-04,23.36,54422,144
9,2023-02-05,23.57,121823,406
9,2023-02-06,23.79,133879,334
9,2023-02-07,23.87,107291,257
9,2023-02-08,24.02,69447,228
9,2023-02-09,24.17,80943,192
9,2023-02-10,24.29,124804,225
9,2023-02-11,24.39,96146,168
9,2023-02-12,24.6,89554,124
9,2023-02-13,24.68,137788,428
9,2023-02-14,24.89,89362,131
9,2023-02-15,24.98,56495,116
9,2023-02-16,25.2,125392,481
9,2023-02-17,25.34,80894,140
9,2023-02-18,25.47,90283,286
9,2023-02-19,25.63,78163,308
9,2023-02-20,25.79,73355,494
9,2023-02-21,25.87,103488,139
9,2023-02-22,26.09,79869,330
9,2023-02-23,26.33,144892,232
9,2023-02-24,26.46,108428,441
9,2023-02-25,26.55,135872,267
9,2023-02-26,26.78,97957,434
9,2023-02-27,26.95,106181,210
9,2023-02-28,27.0,80083,499
9,2023-03-01,27.24,98709,276
9,2023-03-02,27.4,119939,212
9,2023-03-03,27.53,122356,161
9,2023-03-04,27.74,52609,242
9,2023-03-05,27.91,70987,436
9,2023-03-06,27.99,53323,421
9,2023-03-07,28.19,50008,119
9,2023-03-08,28.32,73186,495
9,2023-03-09,28.47,137670,371
9,2023-03-10,28.65,52937,451
9,2023-03-11,28.83,120422,389
9,2023-03-12,28.98,76326,220
9,2023-03-13,29.16,72643,200
9,2023-03-14,29.27,127880,407
9,2023-03-15,29.35,76046,457
9,2023-03-16,29.47,137020,427
9,2023-03-17,29.62,133865,113
9,2023-03-18,29.76,125067,408
9,2023-03-19,29.86,149743,438
9,2023-03-20,30.05,133610,161
9,2023-03-21,30.26,96599,354
9,2023-03-22,30.45,101456,192
9,2023-03-23,30.64,135768,281
9,2023-03-24,30.82,90311,363
9,2023-03-25,31.0,97027,409
9,2023-03-26,31.11,116296,247
9,2023-03-27,31.3,137980,369
9,2023-03-28,31.5,90024,420
9,2023-03-29,31.67,137573,387
9,2023-03-30,31.77,81939,375
9,2023-03-31,31.93,117221,487
9,2023-04-01,32.04,74379,156
9,2023-04-02,32.16,122499,124
9,2023-04-03,32.29,80829,160
9,2023-04-04,32.51,137589,104
9,2023-04-05,32.59,78241,437
9,2023-04-06,32.71,51860,383
9,2023-04-07,32.82,121604,124
9,2023-04-08,33.03,103497,188
9,2023-04-09,33.26,55252,113
9,2023-04-10,33.39,145996,400
9,2023-04-11,33.54,100181,426
9,2023-04-12,33.64,78094,129
9,2023-04-13,33.79,116035,111
9,2023-04-14,33.98,121461,369
9,2023-04-15,34.19,102319,497
9,2023-04-16,34.29,124367,150
9,2023-04-17,34.45,75257,296
9,2023-04-18,34.5,131181,437
9,2023-04-19,34.66,141002,322
9,2023-04-20,34.72,63997,485
9,2023-04-21,34.86,70372,133
9,2023-04-22,35.01,112152,177
9,2023-04-23,35.24,131053,426
9,2023-04-24,35.4,99919,365
9,2023-04-25,35.45,69866,286
9,2023-04-26,35.7,130952,297
9,2023-04-27,35.83,126612,347
9,2023-04-28,35.94,65767,322
9,2023-04-29,36.03,110562,115
9,2023-04-30,36.08,102852,370
9,2023-05-01,36.18,54262,321
9,2023-05-02,36.34,89938,362
9,2023-05-03,36.56,148114,203
9,2023-05-04,36.74,88118,360
9,2023-05-05,36.8,126031,228
9,2023-05-06,36.97,86196,216
9,2023-05-07,37.12,76499,439
9,2023-05-08,37.26,90609,406
9,2023-05-09,37.5,105718,291
9,2023-05-10,37.57,85773,304
9,2023-05-11,37.77,129109,229
9,2023-05-12,37.93,139605,413
9,2023-05-13,38.15,90375,472
9,2023-05-14,38.38,117252,309
9,2023-05-15,38.62,96219,345
9,2023-05-16,38.86,121003,323
9,2023-05-17,38.99,124147,141
9,2023-05-18,39.04,70208,463
9,2023-05-19,39.19,140481,234
9,2023-05-20,39.38,128843,130
9,2023-05-21,39.51,136826,345
9,2023-05-22,39.62,109861,124
9,2023-05-23,39.7,54926,109
9,2023-05-24,39.89,135636,201
9,2023-05-25,39.99,89078,474
9,2023-05-26,40.21,73152,387
9,2023-05-27,40.45,79061,127
9,2023-05-28,40.65,102578,404
9,2023-05-29,40.88,132684,441
9,2023-05-30,40.96,79296,211
9,2023-05-31,41.14,97696,251
9,2023-06-01,41.35,89238,495
9,2023-06-02,41.56,126858,269
9,2023-06-03,41.77,135445,195
9,2023-06-04,41.96,80497,155
9,2023-06-05,42.19,109792,275
9,2023-06-06,42.37,137181,333
9,2023-06-07,42.53,79585,220
9,2023-06-08,42.67,70267,205
9,2023-06-09,42.76,136902,480
9,2023-06-10,42.93,91964,444
9,2023-06-11,43.02,110396,451
9,2023-06-12,43.11,112940,428
9,2023-06-13,43.23,55782,400
9,2023-06-14,43.36,140275,234
9,2023-06-15,43.5,95820,273
9,2023-06-16,43.63,134744,343
9,2023-06-17,43.7,83287,445
9,2023-06-18,43.91,110682,257
9,2023-06-19,44.01,120023,199
9,2023-06-20,44.06,138439,328
9,2023-06-21,44.12,125155,391
9,2023-06-22,44.33,81867,419
9,2023-06-23,44.43,72717,400
9,2023-06-24,44.66,78901,154
9,2023-06-25,44.71,123518,274
9,2023-06-26,44.96,101159,157
9,2023-06-27,45.07,110194,393
9,2023-06-28,45.24,85948,226
9,2023-06-29,45.39,112218,391
9,2023-06-30,45.59,136778,167
9,2023-07-01,45.83,103034,228
9,2023-07-02,45.91,73872,445
9,2023-07-03,46.07,123508,249
9,2023-07-04,46.24,148682,141
9,2023-07-05,46.32,146650,249
9,2023-07-06,46.55,144939,239
9,2023-07-07,46.78,149546,495
9,2023-07-08,46.85,90157,402
9,2023-07-09,47.01,83667,102
9,2023-07-10,47.19,51095,267
9,2023-07-11,47.33,60232,137
9,2023-07-12,47.57,55314,107
9,2023-07-13,47.71,51363,469
9,2023-07-14,47.93,74390,489
9,2023-07-15,48.09,51254,102
9,2023-07-16,48.15,119258,306
9,2023-07-17,48.37,68508,208
9,2023-07-18,48.47,78295,265
9,2023-07-19,48.59,90272,426
9,2023-07-20,48.82,112758,255
9,2023-07-21,48.89,71756,379
9,2023-07-22,48.94,77721,472
9,2023-07-23,49.19,63733,371
9,2023-07-24,49.29,53522,212
9,2023-07-25,49.48,75259,181
9,2023-07-26,49.6,68831,355
9,2023-07-27,49.77,66619,269
9,2023-07-28,49.92,89909,193
9,2023-07-29,49.99,115708,435
9,2023-07-30,50.23,54602,207
9,2023-07-31,50.3,104378,401
9,2023-08-01,50.49,96691,107
9,2023-08-02,50.59,134145,474
9,2023-08-03,50.82,111649,110
9,2023-08-04,50.96,118632,478
9,2023-08-05,51.02,104722,378
9,2023-08-06,51.11,106572,114
9,2023-08-07,51.19,51487,383
9,2023-08-08,51.42,120178,223
9,2023-08-09,51.64,52004,206
9,2023-08-10,51.73,87431,284
9,2023-08-11,51.79,137299,145
9,2023-08-12,51.94,67864,280
9,2023-08-13,52.17,50504,166
9,2023-08-14,52.29,112895,367
9,2023-08-15,52.37,77082,162
9,2023-08-16,52.43,85732,308
9,2023-08-17,52.62,111769,353
9,2023-08-18,52.82,76528,204
9,2023-08-19,52.88,127638,147
9,2023-08-20,53.0,132671,203
9,2023-08-21,53.13,142250,449
9,2023-08-22,53.21,71922,408
9,2023-08-23,53.46,108744,219
9,2023-08-24,53.68,135346,256
9,2023-08-25,53.82,92602,177
9,2023-08-26,54.03,138085,345
9,2023-08-27,54.23,122139,269
9,2023-08-28,54.3,134213,155
9,2023-08-29,54.4,108187,174
9,2023-08-30,54.52,63322,488
9,2023-08-31,54.77,136332,161
9,2023-09-01,54.82,127510,377
9,2023-09-02,55.04,57965,276
9,2023-09-03,55.13,126010,331
9,2023-09-04,55.38,135021,151
9,2023-09-05,55.51,102495,245
9,2023-09-06,55.62,116947,346
9,2023-09-07,55.78,122314,348
9,2023-09-08,55.86,118561,401
9,2023-09-09,56.07,103538,357
9,2023-09-10,56.31,83349,254
9,2023-09-11,56.49,91443,428
9,2023-09-12,56.56,80832,102
9,2023-09-13,56.7,143535,433
9,2023-09-14,56.83,67781,212
9,2023-09-15,56.93,55695,363
9,2023-09-16,57.14,130468,209
9,2023-09-17,57.25,58466,394
9,2023-09-18,57.48,53645,117
9,2023-09-19,57.61,112001,408
9,2023-09-20,57.84,61772,475
9,2023-09-21,57.9,131814,302
9,2023-09-22,58.08,103723,491
9,2023-09-23,58.31,111800,421
9,2023-09-24,58.49,136460,306
9,2023-09-25,58.68,102770,391
9,2023-09-26,58.8,68882,472
9,2023-09-27,58.96,123318,145
9,2023-09-28,59.1,79886,280
9,2023-09-29,59.18,123566,133
9,2023-09-30,59.42,121816,412
9,2023-10-01,59.55,146555,496
9,2023-10-02,59.68,133080,450
9,2023-10-03,59.81,122292,386
9,2023-10-04,59.9,78721,490
9,2023-10-05,60.0,73555,438
9,2023-10-06,60.13,137704,288
9,2023-10-07,60.25,84431,150
9,2023-10-08,60.42,133802,261
9,2023-10-09,60.52,90680,171
9,2023-10-10,60.63,116551,388
9,2023-10-11,60.76,146682,130
9,2023-10-12,60.84,136986,235
9,2023-10-13,61.08,56185,213
9,2023-10-14,61.25,91890,497
9,2023-10-15,61.39,89437,279
9,2023-10-16,61.58,144408,205
9,2023-10-17,61.72,73538,196
9,2023-10-18,61.84,103668,403
9,2023-10-19,61.99,102632,182
9,2023-10-20,62.05,89201,494
9,2023-10-21,62.14,76540,108
9,2023-10-22,62.37,109181,173
9,2023-10-23,62.59,130832,232
9,2023-10-24,62.78,55893,178
9,2023-10-25,63.03,59864,142
9,2023-10-26,63.17,66012,490
9,2023-10-27,63.23,65863,331
9,2023-10-28,63.41,135736,123
9,2023-10-29,63.57,128869,380
9,2023-10-30,63.77,50196,299
9,2023-10-31,63.91,84800,322
9,2023-11-01,64.07,60323,466
9,2023-11-02,64.19,101002,454
9,2023-11-03,64.33,114837,214
9,2023-11-04,64.54,108911,266
9,2023-11-05,64.64,95372,482
9,2023-11-06,64.73,60530,163
9,2023-11-07,64.87,143159,413
9,2023-11-08,64.99,137087,224
9,2023-11-09,65.18,99143,385
9,2023-11-10,65.35,145970,409
9,2023-11-11,65.58,122585,437
9,2023-11-12,65.81,141349,152
9,2023-11-13,65.98,106666,393
9,2023-11-14,66.22,128994,153
9,2023-11-15,66.28,137185,444
9,2023-11-16,66.4,102669,120
9,2023-11-17,66.52,113240,147
9,2023-11-18,66.73,65522,351
9,2023-11-19,66.78,72954,193
9,2023-11-20,67.02,121763,277
9,2023-11-21,67.13,140391,175
9,2023-11-22,67.2,101592,309
9,2023-11-23,67.27,76291,485
9,2023-11-24,67.36,125701,158
9,2023-11-25,67.46,115645,268
9,2023-11-26,67.54,135798,420
9,2023-11-27,67.71,114821,286
9,2023-11-28,67.87,72110,125
9,2023-11-29,68.07,65732,422
9,2023-11-30,68.29,113367,338
9,2023-12-01,68.52,140130,274
9,2023-12-02,68.69,144561,196
9,2023-12-03,68.91,77922,462
9,2023-12-04,69.0,86034,267
9,2023-12-05,69.21,99439,475
9,2023-12-06,69.37,115712,152
9,2023-12-07,69.43,116400,487
9,2023-12-08,69.65,73013,299
9,2023-12-09,69.75,127899,373
9,2023-12-10,69.99,107753,338
9,2023-12-11,70.21,95590,232
9,2023-12-12,70.35,101700,341
9,2023-12-13,70.48,118665,378
9,2023-12-14,70.71,116205,203
9,2023-12-15,70.87,137864,360
9,2023-12-16,70.96,58038,288
9,2023-12-17,71.09,72152,198
9,2023-12-18,71.26,88746,279
9,2023-12-19,71.47,120440,290
9,2023-12-20,71.52,111607,335
9,2023-12-21,71.66,142873,128
9,2023-12-22,71.79,132369,336
9,2023-12-23,71.95,116454,362
9,2023-12-24,72.01,84518,458
9,2023-12-25,72.2,139432,141
9,2023-12-26,72.26,104900,311
9,2023-12-27,72.36,122143,190
9,2023-12-28,72.43,108652,410
9,2023-12-29,72.54,67185,446
9,2023-12-30,72.75,110026,141
9,2023-12-31,72.98,96273,303
9,2024-01-01,73.03,109988,156
9,2024-01-02,73.17,90661,249
9,2024-01-03,73.27,77661,274
9,2024-01-04,73.48,119496,398
9,2024-01-05,73.55,98888,104
9,2024-01-06,73.75,110796,427
9,2024-01-07,73.82,133943,274
9,2024-01-08,73.98,130429,365
9,2024-01-09,74.21,56131,223
9,2024-01-10,74.33,147143,483
9,2024-01-11,74.43,94312,360
9,2024-01-12,74.66,58266,163
9,2024-01-13,74.77,134287,345
9,2024-01-14,74.9,109844,394
9,2024-01-15,75.01,118770,112
9,2024-01-16,75.19,138454,191
9,2024-01-17,75.43,108688,249
9,2024-01-18,75.56,96111,389
9,2024-01-19,75.73,140101,189
9,2024-01-20,75.89,81877,355
9,2024-01-21,76.01,99713,288
9,2024-01-22,76.17,105688,308
9,2024-01-23,76.4,131499,181
9,2024-01-24,76.47,111407,348
9,2024-01-25,76.63,129443,195
9,2024-01-26,76.81,78829,207
9,2024-01-27,76.92,137244,460
9,2024-01-28,77.09,80434,447
9,2024-01-29,77.2,121080,284
9,2024-01-30,77.3,148873,251
9,2024-01-31,77.37,97277,139
9,2024-02-01,77.55,50576,270
9,2024-02-02,77.68,127463,190
9,2024-02-03,77.73,101272,415
9,2024-02-04,77.79,78430,389
9,2024-02-05,78.02,101637,321
9,2024-02-06,78.24,50069,106
9,2024-02-07,78.48,63633,498
9,2024-02-08,78.6,67664,483
9,2024-02-09,78.78,79858,312
9,2024-02-10,78.85,97037,278
9,2024-02-11,79.02,65122,494
9,2024-02-12,79.08,115209,279
9,2024-02-13,79.17,61659,197
9,2024-02-14,79.31,94140,300
9,2024-02-15,79.46,129831,399
9,2024-02-16,79.64,64475,429
9,2024-02-17,79.71,59705,216
9,2024-02-18,79.84,95329,399
9,2024-02-19,80.08,86670,349
9,2024-02-20,80.14,116682,224
9,2024-02-21,80.37,135472,322
9,2024-02-22,80.61,84651,206
9,2024-02-23,80.85,138297,109
9,2024-02-24,80.98,148619,378
9,2024-02-25,81.09,78500,138
9,2024-02-26,81.27,94012,404
9,2024-02-27,81.41,76808,304
9,2024-02-28,81.51,65332,393
9,2024-02-29,81.72,140440,125
9,2024-03-01,81.92,73896,171
9,2024-03-02,82.1,106006,103
9,2024-03-03,82.21,100867,115
9,2024-03-04,82.3,89236,280
9,2024-03-05,82.42,65635,232
9,2024-03-06,82.57,56566,111
9,2024-03-07,82.69,140461,150
9,2024-03-08,82.76,130506,382
9,2024-03-09,82.98,65970,324
9,2024-03-10,83.15,75068,350
9,2024-03-11,83.23,67408,455
9,2024-03-12,83.38,69146,426
9,2024-03-13,83.46,95079,182
9,2024-03-14,83.61,97197,170
9,2024-03-15,83.7,136773,302
9,2024-03-16,83.86,125155,267
9,2024-03-17,84.03,76608,373
9,2024-03-18,84.12,109756,153
9,2024-03-19,84.33,82630,452
9,2024-03-20,84.5,141439,262
9,2024-03-21,84.64,124539,319
9,2024-03-22,84.78,96704,398
9,2024-03-23,84.92,118613,468
9,2024-03-24,85.09,57659,388
9,2024-03-25,85.27,59993,345
9,2024-03-26,85.41,144420,329
9,2024-03-27,85.5,101360,131
9,2024-03-28,85.65,64014,263
9,2024-03-29,85.82,64622,493
9,2024-03-30,85.98,129270,115
9,2024-03-31,86.17,147656,292
9,2024-04-01,86.39,104280,291
9,2024-04-02,86.49,60365,266
9,2024-04-03,86.55,113340,202
9,2024-04-04,86.69,143296,369
9,2024-04-05,86.89,144959,396
9,2024-04-06,86.96,67309,223
9,2024-04-07,87.1,114294,153
9,2024-04-08,87.26,134254,164
9,2024-04-09,87.44,83546,190
9,2024-04-10,87.59,115788,414
9,2024-04-11,87.67,75417,167
9,2024-04-12,87.92,119834,176
9,2024-04-13,88.07,137924,282
9,2024-04-14,88.17,131281,158
9,2024-04-15,88.32,131559,257
9,2024-04-16,88.39,58813,466
9,2024-04-17,88.49,112165,414
9,2024-04-18,88.7,91829,262
9,2024-04-19,88.93,100157,449
9,2024-04-20,89.11,112128,111
9,2024-04-21,89.3,96548,327
9,2024-04-22,89.53,79766,369
10,2022-10-10,0.17,113748,257
10,2022-10-11,0.28,65967,361
10,2022-10-12,0.48,63833,145
10,2022-10-13,0.69,134827,438
10,2022-10-14,0.75,75194,362
10,2022-10-15,0.91,100160,246
10,2022-10-16,1.04,138508,265
10,2022-10-17,1.12,64791,166
10,2022-10-18,1.33,79150,322
10,2022-10-19,1.54,102428,197
10,2022-10-20,1.78,119534,465
10,2022-10-21,1.93,117822,271
10,2022-10-22,2.15,139722,246
10,2022-10-23,2.34,67616,354
10,2022-10-24,2.4,112471,492
10,2022-10-25,2.62,83995,394
10,2022-10-26,2.71,109801,462
10,2022-10-27,2.94,79767,171
10,2022-10-28,3.02,139463,470
10,2022-10-29,3.11,92621,159
10,2022-10-30,3.29,80857,492
10,2022-10-31,3.43,134800,112
10,2022-11-01,3.64,97392,101
10,2022-11-02,3.72,128235,448
10,2022-11-03,3.89,130087,347
10,2022-11-04,4.11,106880,343
10,2022-11-05,4.17,61064,120
10,2022-11-06,4.38,66816,198
10,2022-11-07,4.51,115658,243
10,2022-11-08,4.58,68657,408
10,2022-11-09,4.7,80192,379
10,2022-11-10,4.93,67064,341
10,2022-11-11,5.03,57830,185
10,2022-11-12,5.23,77467,280
10,2022-11-13,5.42,99502,283
10,2022-11-14,5.59,114410,497
10,2022-11-15,5.69,92478,201
10,2022-11-16,5.92,87540,355
10,2022-11-17,6.01,128594,442
10,2022-11-18,6.21,145267,384
10,2022-11-19,6.28,50549,439
10,2022-11-20,6.36,90562,140
10,2022-11-21,6.49,134003,253
10,2022-11-22,6.72,68721,472
10,2022-11-23,6.91,149145,327
10,2022-11-24,7.04,147888,296
10,2022-11-25,7.2,142042,340
10,2022-11-26,7.26,141498,371
10,2022-11-27,7.33,66955,352
10,2022-11-28,7.58,92061,362
10,2022-11-29,7.73,59495,376
10,2022-11-30,7.82,136734,424
10,2022-12-01,7.94,62490,421
10,2022-12-02,8.14,145143,386
10,2022-12-03,8.23,61874,108
10,2022-12-04,8.43,91572,437
10,2022-12-05,8.49,126635,419
10,2022-12-06,8.66,68372,461
10,2022-12-07,8.74,136979,156
10,2022-12-08,8.87,63270,158
10,2022-12-09,8.93,98636,242
10,2022-12-10,9.05,85849,282
10,2022-12-11,9.1,53310,406
10,2022-12-12,9.22,148136,190
10,2022-12-13,9.4,145646,135
10,2022-12-14,9.48,93975,495
10,2022-12-15,9.66,149436,426
10,2022-12-16,9.83,83731,322
10,2022-12-17,9.9,94423,424
10,2022-12-18,10.08,88071,220
10,2022-12-19,10.24,93414,406
10,2022-12-20,10.33,135993,127
10,2022-12-21,10.54,63984,399
10,2022-12-22,10.67,100368,417
10,2022-12-23,10.73,148435,487
10,2022-12-24,10.84,112473,260
10,2022-12-25,11.06,60187,221
10,2022-12-26,11.19,51659,333
10,2022-12-27,11.36,69466,476
10,2022-12-28,11.46,135422,213
10,2022-12-29,11.67,122164,213
10,2022-12-30,11.74,104223,125
10,2022-12-31,11.81,122523,248
10,2023-01-01,12.01,71799,188
10,2023-01-02,12.16,148114,114
10,2023-01-03,12.34,50040,359
10,2023-01-04,12.54,64396,156
10,2023-01-05,12.67,117586,152
10,2023-01-06,12.73,58880,176
10,2023-01-07,12.97,60137,236
10,2023-01-08,13.09,115831,340
10,2023-01-09,13.22,130438,156
10,2023-01-10,13.34,50546,363
10,2023-01-11,13.39,95772,112
10,2023-01-12,13.45,82639,448
10,2023-01-13,13.56,72644,140
10,2023-01-14,13.68,63989,473
10,2023-01-15,13.9,142408,219
10,2023-01-16,14.11,131072,331
10,2023-01-17,14.18,76071,126
10,2023-01-18,14.29,134968,205
10,2023-01-19,14.52,79874,409
10,2023-01-20,14.77,132743,309
10,2023-01-21,15.01,99063,453
10,2023-01-22,15.16,72966,273
10,2023-01-23,15.29,145948,429
10,2023-01-24,15.51,122428,478
10,2023-01-25,15.63,96069,248
10,2023-01-26,15.88,103803,465
10,2023-01-27,15.97,61544,187
10,2023-01-28,16.05,51035,176
10,2023-01-29,16.26,114943,149
10,2023-01-30,16.49,52433,414
10,2023-01-31,16.63,144043,468
10,2023-02-01,16.88,124559,439
10,2023-02-02,17.02,141112,355
10,2023-02-03,17.23,76725,455
10,2023-02-04,17.47,77297,441
10,2023-02-05,17.65,100655,134
10,2023-02-06,17.75,77262,180
10,2023-02-07,17.89,57317,451
10,2023-02-08,17.96,55760,354
10,2023-02-09,18.14,91089,123
10,2023-02-10,18.29,81874,153
10,2023-02-11,18.48,125071,158
10,2023-02-12,18.7,102712,438
10,2023-02-13,18.87,129616,124
10,2023-02-14,18.98,106451,399
10,2023-02-15,19.15,73407,452
10,2023-02-16,19.28,69786,133
10,2023-02-17,19.4,92706,418
10,2023-02-18,19.46,140807,314
10,2023-02-19,19.63,84370,257
10,2023-02-20,19.86,102271,477
10,2023-02-21,19.91,62856,484
10,2023-02-22,20.01,143841,190
10,2023-02-23,20.19,108171,381
10,2023-02-24,20.32,67753,328
10,2023-02-25,20.44,125209,114
10,2023-02-26,20.58,86318,371
10,2023-02-27,20.67,97331,309
10,2023-02-28,20.76,98222,459
10,2023-03-01,20.88,77965,474
10,2023-03-02,21.06,67688,427
10,2023-03-03,21.12,131616,433
10,2023-03-04,21.26,103635,485
10,2023-03-05,21.5,114433,169
10,2023-03-06,21.71,125719,264
10,2023-03-07,21.9,95368,110
10,2023-03-08,22.03,71396,184
10,2023-03-09,22.15,90168,411
10,2023-03-10,22.35,64123,282
10,2023-03-11,22.53,116419,321
10,2023-03-12,22.7,100157,455
10,2023-03-13,22.89,136999,116
10,2023-03-14,22.99,97942,138
10,2023-03-15,23.07,80547,390
10,2023-03-16,23.22,63849,304
10,2023-03-17,23.41,97895,491
10,2023-03-18,23.5,64287,482
10,2023-03-19,23.57,144604,424
10,2023-03-20,23.64,145890,263
10,2023-03-21,23.84,85334,243
10,2023-03-22,23.97,118197,285
10,2023-03-23,24.05,142806,373
10,2023-03-24,24.25,113998,499
10,2023-03-25,24.47,69060,125
10,2023-03-26,24.71,72659,293
10,2023-03-27,24.86,139069,380
10,2023-03-28,25.04,69273,356
10,2023-03-29,25.1,91837,206
10,2023-03-30,25.19,125772,426
10,2023-03-31,25.36,144598,200
10,2023-04-01,25.42,102982,249
10,2023-04-02,25.48,114675,278
10,2023-04-03,25.69,72578,434
10,2023-04-04,25.93,127572,220
10,2023-04-05,26.06,116058,347
10,2023-04-06,26.26,93957,188
10,2023-04-07,26.43,113564,156
10,2023-04-08,26.65,126492,127
10,2023-04-09,26.87,55036,253
10,2023-04-10,26.99,79427,394
10,2023-04-11,27.16,105842,485
10,2023-04-12,27.36,74477,464
10,2023-04-13,27.6,110311,496
10,2023-04-14,27.66,102495,315
10,2023-04-15,27.8,87620,485
10,2023-04-16,27.9,67376,408
10,2023-04-17,28.1,135742,246
10,2023-04-18,28.34,95776,401
10,2023-04-19,28.49,58208,340
10,2023-04-20,28.63,98157,422
10,2023-04-21,28.72,115591,250
10,2023-04-22,28.79,86970,348
10,2023-04-23,28.95,119716,386
10,2023-04-24,29.07,73801,373
10,2023-04-25,29.26,132088,469
10,2023-04-26,29.46,56277,429
10,2023-04-27,29.52,63201,332
10,2023-04-28,29.61,66422,173
10,2023-04-29,29.69,84704,316
10,2023-04-30,29.86,133415,221
10,2023-05-01,30.0,141207,280
10,2023-05-02,30.21,113064,491
10,2023-05-03,30.28,116399,245
10,2023-05-04,30.37,59502,347
10,2023-05-05,30.57,89146,180
10,2023-05-06,30.73,126065,133
10,2023-05-07,30.95,90130,456
10,2023-05-08,31.15,88822,236
10,2023-05-09,31.23,52513,388
10,2023-05-10,31.32,95057,336
10,2023-05-11,31.4,88089,280
10,2023-05-12,31.52,98558,315
10,2023-05-13,31.65,58754,222
10,2023-05-14,31.88,118324,388
10,2023-05-15,32.04,118467,443
10,2023-05-16,32.21,145963,237
10,2023-05-17,32.31,140349,417
10,2023-05-18,32.4,87539,477
10,2023-05-19,32.45,104107,435
10,2023-05-20,32.69,55507,354
10,2023-05-21,32.83,89512,245
10,2023-05-22,32.99,84538,195
10,2023-05-23,33.17,51111,210
